antecedents,consequents,support,confidence,lift
JUMBO STORAGE BAG SKULLS,JUMBO STORAGE BAG SUKI,0.025872534142640364,0.5349019607843137,6.35135841724077
JUMBO STORAGE BAG SUKI,JUMBO STORAGE BAG SKULLS,0.025872534142640364,0.3072072072072072,6.351358417240769
LADIES GENTLEMEN METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.01665402124430956,0.4118198874296435,6.34087163121811
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.01248103186646434,0.35187165775401064,6.339943197809789
PLEASE ONE PERSON METAL SIGN,COOK WITH WINE METAL SIGN,0.02071320182094082,0.31892523364485986,6.325710428050042
COOK WITH WINE METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.02071320182094082,0.4108352144469526,6.325710428050042
JUMBO BAG WOODLAND ANIMALS,JUMBO STORAGE BAG SUKI,0.024127465857359635,0.5326633165829145,6.324777038344877
JUMBO BAG TOYS,JUMBO STORAGE BAG SUKI,0.020106221547799695,0.531062124248497,6.305764682518189
JUMBO BAG SPACEBOY DESIGN,JUMBO STORAGE BAG SUKI,0.02272382397572079,0.5305580159433126,6.299778964083658
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,0.028376327769347495,0.3966065747613998,6.290342545553851
LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,0.028376327769347495,0.4500601684717208,6.29034254555385
BEWARE OF THE CAT METAL SIGN,HAND OVER THE CHOCOLATE SIGN,0.011608497723823975,0.33626373626373623,6.2598249208418695
RETROSPOT HEART HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.012594840667678301,0.38739789964994165,6.257235683071362
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SUKI DESIGN,0.017412746585735963,0.5198187995469988,6.253958720245956
JUMBO BAG SCANDINAVIAN PAISLEY,JUMBO BAG STRAWBERRY,0.013050075872534143,0.4205378973105135,6.252328806037866
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG RED RETROSPOT,0.0161608497723824,0.3893967093235832,6.243611470662806
NO SINGING METAL SIGN,GIN TONIC DIET METAL SIGN,0.015440060698027313,0.36535008976660677,6.241496024787916
72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 SKULL CAKE CASES,0.016047040971168436,0.31804511278195485,6.200938737375983
PACK OF 72 SKULL CAKE CASES,72 SWEETHEART FAIRY CAKE CASES,0.016047040971168436,0.31286982248520706,6.200938737375983
CERAMIC STRAWBERRY CAKE MONEY BANK,SWEETHEART CERAMIC TRINKET BOX,0.009901365705614567,0.3283018867924528,6.190298809620212
CHICK GREY HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.011267071320182094,0.36986301369863017,6.170625975377146
CHOCOLATE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.02283763277693475,0.36887254901960786,6.154101514023331
SCOTTIE DOG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.02283763277693475,0.3810126582278481,6.15410151402333
JUMBO BAG ALPHABET,JUMBO BAG PINK POLKADOT,0.010053110773899848,0.3177458033573141,6.109248268781036
FELTCRAFT BUTTERFLY HEARTS,PINK CREAM FELT CRAFT TRINKET BOX,0.01255690440060698,0.3070500927643785,6.108558826618126
PACK OF 72 RETRO SPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.020751138088012138,0.44616639477977155,6.096913512905536
JUMBO BAG OWLS,JUMBO STORAGE BAG SUKI,0.023861911987860394,0.5134693877551021,6.09687074829932
RED RETROSPOT CHARLOTTE BAG,PACK OF 72 RETROSPOT CAKE CASES,0.014036418816388467,0.3382084095063986,6.093761910176806
PACK OF 60 SPACEBOY CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.01464339908952959,0.41283422459893043,6.076108408949082
LUNCH BAG PINK POLKADOT,LUNCH BAG BLACK SKULL,0.02321699544764795,0.5151515151515151,6.073074212609097
PLEASE ONE PERSON METAL SIGN,GIN TONIC DIET METAL SIGN,0.023065250379362672,0.3551401869158879,6.067074094039407
GIN TONIC DIET METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.023065250379362672,0.3940375891121193,6.067074094039407
LUNCH BAG WOODLAND,LUNCH BAG SPACEBOY DESIGN,0.027503793626707133,0.43622141997593267,6.045634400928278
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG WOODLAND,0.027503793626707133,0.3811777076761304,6.045634400928278
JUMBO BAG TOYS,JUMBO BAG PINK POLKADOT,0.011874051593323217,0.313627254509018,6.0300615819531105
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG CARS BLUE,0.014301972685887709,0.4269535673839185,5.967389202672371
RED WOOLLY HOTTIE WHITE HEART,HOT WATER BOTTLE TEA AND SYMPATHY,0.013619119878603946,0.3336431226765799,5.958558749156265
LADIES GENTLEMEN METAL SIGN,COOK WITH WINE METAL SIGN,0.012139605462822459,0.30018761726078796,5.954059887881392
WOOD 2 DRAWER CABINET WHITE FINISH,WOODEN PICTURE FRAME WHITE FINISH,0.018057663125948406,0.43709825528007346,5.942191856205641
LADIES GENTLEMEN METAL SIGN,HAND OVER THE CHOCOLATE SIGN,0.012898330804248861,0.3189493433395872,5.937503312451637
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 72 SKULL CAKE CASES,0.01684370257966616,0.303485987696514,5.91707887254446
PACK OF 72 SKULL CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.01684370257966616,0.3284023668639053,5.917078872544459
60 TEATIME FAIRY CAKE CASES,PACK OF 72 SKULL CAKE CASES,0.022116843702579665,0.3022291342664593,5.892573949159665
PACK OF 72 SKULL CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.022116843702579665,0.43121301775147924,5.892573949159665
JUMBO BAG PINK POLKADOT,JUMBO BAG RED RETROSPOT,0.03490136570561457,0.6710430342815463,5.89034112010042
JUMBO BAG RED RETROSPOT,JUMBO BAG PINK POLKADOT,0.03490136570561457,0.30636030636030637,5.89034112010042
WOOD 2 DRAWER CABINET WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.018133535660091047,0.43893480257116624,5.882217283058435
JUMBO BAG TOYS,JUMBO BAG BAROQUE BLACK WHITE,0.015212443095599394,0.40180360721442887,5.8743999368676345
JUMBO STORAGE BAG SKULLS,JUMBO BAG PINK POLKADOT,0.014757207890743551,0.3050980392156863,5.866071709500722
60 CAKE CASES VINTAGE CHRISTMAS,PAPER CHAIN KIT 50S CHRISTMAS,0.015212443095599394,0.4207764952780693,5.865504185896302
LUNCH BAG SUKI DESIGN,LUNCH BAG SPACEBOY DESIGN,0.035053110773899845,0.4217252396166134,5.844730450207114
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG SUKI DESIGN,0.035053110773899845,0.48580441640378547,5.844730450207114
SET20 RED RETROSPOT PAPER NAPKINS,PACK OF 72 RETROSPOT CAKE CASES,0.012215477996965098,0.3236180904522613,5.830876872400279
FAWN BLUE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.011722306525037937,0.3460246360582307,5.772917345882886
PACK OF 72 RETRO SPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.018209408194233688,0.3915171288743882,5.7623626561300245
POTTERING IN THE SHED METAL SIGN,HAND OVER THE CHOCOLATE SIGN,0.013012139605462823,0.30928764652840396,5.757642911362096
LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,0.01627465857359636,0.3611111111111111,5.727369969247226
JUMBO BAG TOYS,JUMBO BAG PINK VINTAGE PAISLEY,0.01232928679817906,0.3256513026052104,5.703766336660031
GREY HEART HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.012215477996965098,0.34110169491525416,5.69078523921905
RED WOOLLY HOTTIE WHITE HEART,SCOTTIE DOG HOT WATER BOTTLE,0.013884673748103187,0.34014869888475835,5.6748858877229305
JUMBO BAG STRAWBERRY,JUMBO BAG PINK VINTAGE PAISLEY,0.021737481031866464,0.32318104906937395,5.660499969082191
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG STRAWBERRY,0.021737481031866464,0.38073089700996676,5.660499969082191
NATURAL SLATE CHALKBOARD LARGE,NATURAL SLATE HEART CHALKBOARD,0.012443095599393019,0.4167725540025413,5.660033242404426
KNITTED UNION FLAG HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.011798179059180576,0.31670061099796337,5.655981101562544
PLEASE ONE PERSON METAL SIGN,HAND OVER THE CHOCOLATE SIGN,0.019688922610015175,0.3031542056074767,5.643463884048789
HAND OVER THE CHOCOLATE SIGN,PLEASE ONE PERSON METAL SIGN,0.019688922610015175,0.3665254237288136,5.643463884048789
NO SINGING METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.015477996965098634,0.3662477558348294,5.639188576989547
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG PINK VINTAGE PAISLEY,0.01456752655538695,0.32160804020100503,5.6329487971418555
KNITTED UNION FLAG HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.012974203338391502,0.3482688391038697,5.62522463160417
WOOD S3 CABINET ANT WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,0.016312594840667678,0.4182879377431906,5.6055262017847
WHITE SKULL HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.011342943854324734,0.3359550561797753,5.604921063860048
LADIES GENTLEMEN METAL SIGN,GIN TONIC DIET METAL SIGN,0.013239757207890744,0.3273921200750469,5.593037125844613
WHITE SKULL HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.011684370257966616,0.3460674157303371,5.5896673276052
WHITE SKULL HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.01054628224582701,0.31235955056179776,5.578453762065711
JUMBO BAG SCANDINAVIAN PAISLEY,JUMBO BAG BAROQUE BLACK WHITE,0.011836115326251897,0.38141809290953543,5.576362134828261
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN,0.015857359635811835,0.46238938053097345,5.5630233093548425
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,0.0330804248861912,0.462354188759279,5.562599915880691
LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,0.0330804248861912,0.39799178457325424,5.562599915880691
ROUND SNACK BOXES SET OF4 WOODLAND,LUNCH BAG WOODLAND,0.011532625189681336,0.3506343713956171,5.561204590847453
JUMBO BAG WOODLAND ANIMALS,RECYCLING BAG RETROSPOT,0.013846737481031867,0.3056951423785595,5.561162148446396
LUNCH BAG WOODLAND,LUNCH BAG BLACK SKULL,0.029742033383915022,0.4717208182912154,5.561073689694293
LUNCH BAG BLACK SKULL,LUNCH BAG WOODLAND,0.029742033383915022,0.35062611806797855,5.561073689694293
60 CAKE CASES VINTAGE CHRISTMAS,PACK OF 72 RETROSPOT CAKE CASES,0.011153262518968133,0.30849947534102834,5.558473116875945
PACK OF 60 DINOSAUR CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,0.013657056145675266,0.3084832904884319,5.558181501896833
CERAMIC STRAWBERRY CAKE MONEY BANK,STRAWBERRY CERAMIC TRINKET BOX,0.013315629742033383,0.4415094339622641,5.557874249878358
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG CARS BLUE,0.02867981790591806,0.39747634069400634,5.555395726773069
LUNCH BAG CARS BLUE,LUNCH BAG SPACEBOY DESIGN,0.02867981790591806,0.4008483563096501,5.555395726773068
LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND,0.011987860394537177,0.3495575221238938,5.544125320809772
JUMBO BAG TOYS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01661608497723824,0.43887775551102204,5.537969188736496
JUMBO BAG OWLS,JUMBO BAG BAROQUE BLACK WHITE,0.017602427921092564,0.3787755102040816,5.537727370482303
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.025,0.4378737541528239,5.525300219946596
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG PINK VINTAGE PAISLEY,0.025,0.3154619435136429,5.525300219946596
HOT WATER BOTTLE I AM SO POORLY,SCOTTIE DOG HOT WATER BOTTLE,0.012025796661608497,0.3302083333333333,5.5090453586497885
JUMBO STORAGE BAG SKULLS,JUMBO BAG BAROQUE BLACK WHITE,0.018171471927162366,0.37568627450980385,5.492562504757864
JUMBO BAG WOODLAND ANIMALS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.019688922610015175,0.43467336683417085,5.484916203805047
JUMBO STORAGE BAG SKULLS,JUMBO BAG PINK VINTAGE PAISLEY,0.015136570561456753,0.3129411764705882,5.481149110807113
FAWN BLUE HOT WATER BOTTLE,HOT WATER BOTTLE TEA AND SYMPATHY,0.01039453717754173,0.3068309070548712,5.479717283175071
JUMBO BAG SPACEBOY DESIGN,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01855083459787557,0.43312666076173606,5.465399127658862
SET OF 3 CAKE TINS PANTRY DESIGN,RECIPE BOX PANTRY YELLOW DESIGN,0.014074355083459788,0.308909242298085,5.446720820720749
TRADITIONAL WOODEN SKIPPING ROPE,VINTAGE SNAP CARDS,0.01020485584218513,0.3605898123324397,5.443956158695939
JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,0.0161608497723824,0.31072210065645517,5.442282108507746
LUNCH BAG PINK POLKADOT,LUNCH BAG SPACEBOY DESIGN,0.017640364188163886,0.39141414141414144,5.424646039787996
CHICK GREY HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.010166919575113809,0.33374844333748444,5.3906917686128
JAM MAKING SET WITH JARS,RECIPE BOX PANTRY YELLOW DESIGN,0.011684370257966616,0.3040473840078973,5.360996015015501
WOODLAND CHARLOTTE BAG,LUNCH BAG WOODLAND,0.016009104704097117,0.3378702962369896,5.358761136466334
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG BLACK SKULL,0.015212443095599394,0.45413363533408835,5.353739994367875
SET OF 20 VINTAGE CHRISTMAS NAPKINS,PAPER CHAIN KIT 50S CHRISTMAS,0.014415781487101669,0.38229376257545267,5.329065881273894
LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND,0.027921092564491653,0.33591967138293016,5.327823428191359
LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN,0.027921092564491653,0.4428399518652226,5.327823428191359
HOT WATER BOTTLE TEA AND SYMPATHY,SCOTTIE DOG HOT WATER BOTTLE,0.017867981790591805,0.31910569105691056,5.323813934341874
PACK OF 72 SKULL CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.01855083459787557,0.36168639053254437,5.323312816548224
METAL SIGN TAKE IT OR LEAVE IT,PLEASE ONE PERSON METAL SIGN,0.01035660091047041,0.34556962025316457,5.320803265112978
LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,0.013050075872534143,0.38053097345132747,5.318555917379105
JAM MAKING SET PRINTED,RECIPE BOX PANTRY YELLOW DESIGN,0.011608497723823975,0.30147783251231525,5.315689408043231
LUNCH BAG BLACK SKULL,LUNCH BAG CARS BLUE,0.032245827010622154,0.38014311270125223,5.3131349155912035
LUNCH BAG CARS BLUE,LUNCH BAG BLACK SKULL,0.032245827010622154,0.4506892895015907,5.3131349155912035
BEWARE OF THE CAT METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.011911987860394537,0.34505494505494505,5.312878710074972
LUNCH BAG APPLE DESIGN,LUNCH BAG SPACEBOY DESIGN,0.013125948406676783,0.38274336283185845,5.304476889720183
WOOD S3 CABINET ANT WHITE FINISH,WOODEN PICTURE FRAME WHITE FINISH,0.015174506828528073,0.38910505836575876,5.289741793976999
RED WOOLLY HOTTIE WHITE HEART,CHOCOLATE HOT WATER BOTTLE,0.013353566009104704,0.3271375464684015,5.28391282163423
LUNCH BAG RED SPOTTY,LUNCH BAG WOODLAND,0.013846737481031867,0.333029197080292,5.281979323126653
JUMBO BAG TOYS,JUMBO BAG STRAWBERRY,0.013429438543247345,0.3547094188376753,5.273626779786307
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG PINK VINTAGE PAISLEY,0.012860394537177541,0.3002657218777679,5.259139155281038
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG BAROQUE BLACK WHITE,0.01627465857359636,0.3592964824120603,5.252942471648314
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,0.02059939301972686,0.3302919708029197,5.23856579444342
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,0.02059939301972686,0.32671480144404336,5.23856579444342
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG BLACK SKULL,0.032018209408194234,0.4437434279705573,5.231250787702993
LUNCH BAG BLACK SKULL,LUNCH BAG SPACEBOY DESIGN,0.032018209408194234,0.37745974955277284,5.231250787702993
JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG STRAWBERRY,0.024013657056145676,0.35108153078202997,5.219689312698427
JUMBO BAG STRAWBERRY,JUMBO BAG BAROQUE BLACK WHITE,0.024013657056145676,0.3570219966159053,5.219689312698427
JUMBO BAG OWLS,JUMBO BAG STRAWBERRY,0.016312594840667678,0.3510204081632653,5.218780574835687
JUMBO BAG PINK POLKADOT,JUMBO BAG BAROQUE BLACK WHITE,0.01851289833080425,0.3559445660102115,5.20393719358246
SUKI SHOULDER BAG,JUMBO STORAGE BAG SUKI,0.014301972685887709,0.4378629500580721,5.199129443031882
LUNCH BAG SUKI DESIGN,LUNCH BAG BLACK SKULL,0.03660849772382398,0.4404381560931082,5.192285239094066
LUNCH BAG BLACK SKULL,LUNCH BAG SUKI DESIGN,0.03660849772382398,0.4315742397137746,5.192285239094066
POTTERING IN THE SHED METAL SIGN,GIN TONIC DIET METAL SIGN,0.012784522003034902,0.30387736699729484,5.191320410919437
LUNCH BAG APPLE DESIGN,LUNCH BAG BLACK SKULL,0.015060698027314112,0.4391592920353982,5.177208827394051
BOX OF 24 COCKTAIL PARASOLS,CHARLOTTE BAG SUKI DESIGN,0.012025796661608497,0.3065764023210832,5.16710611584639
PACK OF 72 RETROSPOT CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,0.019461305007587252,0.35064935064935066,5.160869281472297
LUNCH BAG PINK POLKADOT,LUNCH BAG SUKI DESIGN,0.019309559939301973,0.42845117845117847,5.154711576436816
LUNCH BAG RED RETROSPOT,LUNCH BAG BLACK SKULL,0.02708649468892261,0.43430656934306566,5.1200005223091285
LUNCH BAG BLACK SKULL,LUNCH BAG RED RETROSPOT,0.02708649468892261,0.31932021466905186,5.1200005223091285
KNITTED UNION FLAG HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,0.011418816388467375,0.30651731160896134,5.113795148109
HAND WARMER SCOTTY DOG DESIGN,SCOTTIE DOG HOT WATER BOTTLE,0.01217754172989378,0.3054234062797336,5.095544930084669
LUNCH BAG SUKI DESIGN,LUNCH BAG RED RETROSPOT,0.026403641881638847,0.3176631675034231,5.093431323230068
LUNCH BAG RED RETROSPOT,LUNCH BAG SUKI DESIGN,0.026403641881638847,0.4233576642335766,5.093431323230068
JUMBO BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,0.029324734446130502,0.4287298946200777,5.09068469467804
JUMBO STORAGE BAG SUKI,JUMBO BAG BAROQUE BLACK WHITE,0.029324734446130502,0.3481981981981982,5.090684694678039
JUMBO BAG SCANDINAVIAN PAISLEY,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01251896813353566,0.4034229828850856,5.090583929560007
JUMBO BAG APPLES,JUMBO BAG RED RETROSPOT,0.01927162367223065,0.5792474344355758,5.084569554352907
JUMBO BAG PINK POLKADOT,JUMBO STORAGE BAG SUKI,0.02223065250379363,0.4274252370532458,5.075193355280883
PACK OF 72 RETROSPOT CAKE CASES,60 TEATIME FAIRY CAKE CASES,0.02059939301972686,0.37115516062884485,5.0718766377275015
TEA TIME PARTY BUNTING,PARTY BUNTING,0.01468133535660091,0.46795646916565903,5.026622871722401
LUNCH BAG RED RETROSPOT,LUNCH BAG CARS BLUE,0.02242033383915023,0.35948905109489054,5.02445990819794
LUNCH BAG CARS BLUE,LUNCH BAG RED RETROSPOT,0.02242033383915023,0.31336161187698836,5.024459908197939
BLUE HARMONICA IN BOX,VINTAGE SNAP CARDS,0.01031866464339909,0.3321123321123321,5.014021233952505
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO STORAGE BAG SUKI,0.024089529590288317,0.42192691029900337,5.009906916883661
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG STRAWBERRY,0.015250379362670713,0.33668341708542715,5.005625986673356
JUMBO STORAGE BAG SUKI,JUMBO SHOPPER VINTAGE RED PAISLEY,0.03334597875569044,0.3959459459459459,4.9962351053782355
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,0.03334597875569044,0.4207754906653901,4.9962351053782355
CHOCOLATE THIS WAY METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.011229135053110774,0.32349726775956283,4.980950921811961
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,0.028148710166919576,0.4184997179921038,4.9692128676900245
JUMBO STORAGE BAG SUKI,JUMBO BAG STRAWBERRY,0.028148710166919576,0.3342342342342342,4.9692128676900245
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG BAROQUE BLACK WHITE,0.01449165402124431,0.3383525243578388,4.94674017863152
JUMBO STORAGE BAG SKULLS,JUMBO BAG STRAWBERRY,0.016009104704097117,0.33098039215686276,4.920836512834124
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO BAG BAROQUE BLACK WHITE,0.02666919575113809,0.33652465294399236,4.920016556629861
JUMBO BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,0.02666919575113809,0.38990571270105384,4.920016556629861
GREY HEART HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.010887708649468893,0.3040254237288135,4.91060672150216
FAWN BLUE HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,0.010280728376327769,0.303471444568869,4.901658871835409
JUMBO STORAGE BAG SKULLS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01877845220030349,0.38823529411764707,4.898938416917749
JUMBO BAG APPLES,JUMBO STORAGE BAG SUKI,0.013694992412746586,0.41163055872291904,4.887649336908174
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG BAROQUE BLACK WHITE,0.01908194233687405,0.33421926910299005,4.886311665865124
LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN,0.021927162367223064,0.35158150851581504,4.872601768915292
LUNCH BAG SPACEBOY DESIGN,LUNCH BAG RED RETROSPOT,0.021927162367223064,0.3038906414300736,4.872601768915292
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG STRAWBERRY,0.013998482549317147,0.32683790965456155,4.859248335304142
SET OF 72 PINK HEART PAPER DOILIES,PACK OF 60 PINK PAISLEY CAKE CASES,0.011380880121396054,0.3289473684210526,4.841458755767139
JUMBO BAG PINK POLKADOT,JUMBO SHOPPER VINTAGE RED PAISLEY,0.019954476479514417,0.3836615609044493,4.841224866175818
POTTERING IN THE SHED METAL SIGN,PLEASE ONE PERSON METAL SIGN,0.013201820940819424,0.3137962128043282,4.831581874720848
SPOTTY BUNTING,PARTY BUNTING,0.01714719271623672,0.44752475247524753,4.807152597900377
JUMBO BAG SCANDINAVIAN PAISLEY,JUMBO STORAGE BAG SUKI,0.01251896813353566,0.4034229828850856,4.790193616599485
LUNCH BAG RED SPOTTY,LUNCH BAG BLACK SKULL,0.01665402124430956,0.4005474452554744,4.722017288432158
JUMBO BAG APPLES,JUMBO SHOPPER VINTAGE RED PAISLEY,0.0124051593323217,0.37286202964652226,4.704951221389337
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG BLACK SKULL,0.012139605462822459,0.39263803680981596,4.628773993876006
RED HARMONICA IN BOX,VINTAGE SNAP CARDS,0.009711684370257967,0.30622009569377995,4.623116679546414
JUMBO BAG APPLES,JUMBO BAG BAROQUE BLACK WHITE,0.01050834597875569,0.3158494868871151,4.617744023485499
LUNCH BAG RED SPOTTY,LUNCH BAG CARS BLUE,0.013732928679817905,0.33029197080291967,4.616381946110797
CHARLOTTE BAG PINK POLKADOT,LUNCH BAG CARS BLUE,0.01020485584218513,0.33006134969325157,4.613158630919465
JUMBO BAG WOODLAND ANIMALS,JUMBO BAG RED RETROSPOT,0.023672230652503793,0.5226130653266332,4.587439361308708
JUMBO BAG OWLS,JUMBO SHOPPER VINTAGE RED PAISLEY,0.01688163884673748,0.36326530612244895,4.583855179218647
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG RED RETROSPOT,0.021851289833080424,0.5101860053144375,4.478356010685505
JUMBO BAG STRAWBERRY,JUMBO BAG RED RETROSPOT,0.03410470409711684,0.5070501974055274,4.450830237632268
JUMBO BAG TOYS,JUMBO BAG RED RETROSPOT,0.01915781487101669,0.5060120240480962,4.44171726736857
JUMBO BAG VINTAGE LEAF,JUMBO BAG RED RETROSPOT,0.015326251896813354,0.5056320400500626,4.438381810096454
RED RETROSPOT CHARLOTTE BAG,LUNCH BAG BLACK SKULL,0.015288315629742033,0.3683729433272395,4.342715020619872
JUMBO BAG BAROQUE BLACK WHITE,JUMBO BAG RED RETROSPOT,0.033839150227617604,0.49473100388241825,4.3426937270531285
CHARLOTTE BAG SUKI DESIGN,JUMBO STORAGE BAG SUKI,0.021585735963581185,0.36381074168797956,4.319842860763577
STRAWBERRY CHARLOTTE BAG,LUNCH BAG CARS BLUE,0.014871016691957511,0.3084185680566483,4.310664609741914
SCANDINAVIAN REDS RIBBONS,PAPER CHAIN KIT 50S CHRISTMAS,0.009332321699544765,0.30635118306351183,4.27044800928301
PINK REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.01858877086494689,0.5268817204301075,4.262922698139237
WOODEN HEART CHRISTMAS SCANDINAVIAN,PAPER CHAIN KIT 50S CHRISTMAS,0.008763277693474961,0.30394736842105263,4.236939519608116
WHITE SKULL HOT WATER BOTTLE,PAPER CHAIN KIT 50S CHRISTMAS,0.01024279210925645,0.303370786516854,4.228902132514158
GREEN REGENCY TEACUP AND SAUCER,REGENCY CAKESTAND 3 TIER,0.024279210925644917,0.5215973920130399,4.22016797221109
CHARLOTTE BAG SUKI DESIGN,LUNCH BAG SUKI DESIGN,0.02078907435508346,0.350383631713555,4.215478106786541
WICKER STAR,HEART OF WICKER SMALL,0.010470409711684371,0.3301435406698565,4.210248539940696
WOODLAND CHARLOTTE BAG,LUNCH BAG BLACK SKULL,0.01688163884673748,0.3562850280224179,4.20021168992439
JUMBO STORAGE BAG SKULLS,JUMBO BAG RED RETROSPOT,0.02314112291350531,0.4784313725490196,4.199617376087964
JUMBO BAG OWLS,JUMBO BAG RED RETROSPOT,0.02223065250379363,0.4783673469387756,4.199055366402305
HAND WARMER BIRD DESIGN,PAPER CHAIN KIT 50S CHRISTMAS,0.011646433990895296,0.30098039215686273,4.1955807177445275
JUMBO STORAGE BAG SKULLS,LUNCH BAG BLACK SKULL,0.017185128983308044,0.3552941176470588,4.188529937914343
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,0.02723823975720789,0.4770764119601329,4.187723682740294
JUMBO BAG RED RETROSPOT,JUMBO STORAGE BAG SUKI,0.04013657056145675,0.3523143523143523,4.183336183336183
JUMBO STORAGE BAG SUKI,JUMBO BAG RED RETROSPOT,0.04013657056145675,0.47657657657657654,4.183336183336183
JUMBO BAG ALPHABET,JUMBO BAG RED RETROSPOT,0.015060698027314112,0.47601918465227816,4.1784434590189985
